,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month,day_of_month
974,Quarter4,sweing,Saturday,10,0.7,21.82,1448.0,6120,40,0.0,0,1,51.0,0.700236601,February,28
975,Quarter4,sweing,Saturday,2,0.7,30.33,512.0,4560,0,0.0,0,1,58.0,0.700211111,February,28
976,Quarter4,finishing,Saturday,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.590617284,February,28
977,Quarter4,finishing,Saturday,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.5565625,February,28
978,Quarter4,sweing,Saturday,5,0.5,27.48,609.0,6840,30,0.0,0,1,57.0,0.550403509,February,28
979,Quarter4,sweing,Saturday,1,0.5,26.66,1448.0,6840,30,0.0,0,2,57.0,0.550349708,February,28
980,Quarter4,sweing,Saturday,4,0.5,26.66,556.0,6960,23,0.0,0,2,58.0,0.500258046,February,28
981,Quarter4,finishing,Saturday,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.410833333,February,28
982,Quarter4,finishing,Saturday,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.4078125,February,28
983,Quarter4,finishing,Saturday,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.376597222,February,28
984,Quarter4,finishing,Saturday,6,0.75,2.9,,3360,0,0.0,0,0,8.0,0.271875,February,28
985,Quarter1,finishing,Sunday,3,0.8,4.6,,10500,0,0.0,0,0,25.0,0.936355556,March,1
986,Quarter1,finishing,Sunday,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.813611111,March,1
987,Quarter1,sweing,Sunday,12,0.8,15.26,1106.0,4080,63,0.0,0,0,34.0,0.800401961,March,1
988,Quarter1,sweing,Sunday,8,0.75,29.4,622.0,6240,56,0.0,0,0,57.0,0.75075,March,1
989,Quarter1,sweing,Sunday,6,0.75,18.79,1193.0,3960,45,0.0,0,0,33.0,0.75065101,March,1
990,Quarter1,sweing,Sunday,3,0.75,29.4,1143.0,6840,45,0.0,0,0,57.0,0.750473684,March,1
991,Quarter1,sweing,Sunday,9,0.75,18.79,895.0,6240,34,0.0,0,0,52.0,0.750395513,March,1
992,Quarter1,sweing,Sunday,5,0.6,27.48,549.0,6720,38,0.0,0,0,56.0,0.707446429,March,1
993,Quarter1,sweing,Sunday,10,0.7,21.82,1393.0,5640,30,0.0,0,0,52.0,0.700236601,March,1
994,Quarter1,sweing,Sunday,1,0.6,26.66,1578.0,6840,38,0.0,0,0,57.0,0.700019883,March,1
995,Quarter1,sweing,Sunday,2,0.7,30.33,254.0,1800,0,0.0,0,0,58.0,0.683550607,March,1
996,Quarter1,sweing,Sunday,11,0.8,11.61,347.0,0,50,4.0,20,0,57.0,0.682433036,March,1
997,Quarter1,finishing,Sunday,4,0.6,3.94,,960,0,0.0,0,0,8.0,0.673083333,March,1
998,Quarter1,finishing,Sunday,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.664583333,March,1
999,Quarter1,sweing,Sunday,4,0.6,26.66,692.0,6840,23,0.0,0,0,57.0,0.600239766,March,1
1000,Quarter1,finishing,Sunday,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.585,March,1
1001,Quarter1,sweing,Sunday,7,0.8,30.1,934.0,6960,0,3.5,15,0,58.0,0.579511494,March,1
1002,Quarter1,finishing,Sunday,1,0.6,3.94,,3360,0,0.0,0,0,8.0,0.448722222,March,1
1003,Quarter1,finishing,Sunday,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.447083333,March,1
1004,Quarter1,finishing,Sunday,7,0.8,4.6,,3360,0,0.0,0,0,8.0,0.350416667,March,1
1005,Quarter1,finishing,Monday,2,0.7,3.9,,1200,0,0.0,0,0,10.0,0.92885,March,2
1006,Quarter1,finishing,Monday,3,0.8,4.6,,10080,0,0.0,0,0,24.0,0.86037037,March,2
1007,Quarter1,finishing,Monday,4,0.65,3.94,,960,0,0.0,0,0,8.0,0.806879167,March,2
1008,Quarter1,sweing,Monday,1,0.65,26.66,1527.0,6840,65,0.0,0,0,57.0,0.800579532,March,2
1009,Quarter1,sweing,Monday,12,0.8,15.26,1035.0,4080,63,0.0,0,0,34.0,0.800401961,March,2
1010,Quarter1,finishing,Monday,9,0.75,2.9,,1200,0,0.0,0,0,10.0,0.8004,March,2
1011,Quarter1,sweing,Monday,11,0.8,11.61,632.0,0,50,0.0,0,0,57.0,0.800309211,March,2
1012,Quarter1,sweing,Monday,3,0.8,29.4,1231.0,4680,50,0.0,0,0,57.0,0.800149813,March,2
1013,Quarter1,sweing,Monday,7,0.8,30.1,616.0,7080,0,0.0,0,0,59.0,0.800115819,March,2
1014,Quarter1,finishing,Monday,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.773333333,March,2
1015,Quarter1,sweing,Monday,6,0.75,18.79,947.0,2880,34,0.0,0,0,33.0,0.750797009,March,2
1016,Quarter1,sweing,Monday,8,0.75,29.4,551.0,6840,45,0.0,0,0,57.0,0.750473684,March,2
1017,Quarter1,sweing,Monday,9,0.75,18.79,935.0,6240,45,0.0,0,0,52.0,0.750395513,March,2
1018,Quarter1,sweing,Monday,4,0.65,26.66,832.0,6780,55,0.0,0,0,57.0,0.750254867,March,2
1019,Quarter1,sweing,Monday,5,0.65,27.48,544.0,6720,34,0.0,0,0,56.0,0.700903571,March,2
1020,Quarter1,sweing,Monday,10,0.7,21.82,1511.0,3600,30,0.0,0,0,51.0,0.70013604,March,2
1021,Quarter1,finishing,Monday,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.632361111,March,2
1022,Quarter1,finishing,Monday,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.607654321,March,2
1023,Quarter1,finishing,Monday,1,0.65,3.94,,3360,0,0.0,0,0,8.0,0.537919444,March,2
1024,Quarter1,finishing,Monday,7,0.8,4.6,,3360,0,0.0,0,0,8.0,0.342361111,March,2
1025,Quarter1,finishing,Tuesday,7,0.8,4.6,,4200,0,0.0,0,0,10.0,0.999533333,March,3
1026,Quarter1,finishing,Tuesday,3,0.8,4.6,,6300,0,0.0,0,0,15.0,0.902962963,March,3
1027,Quarter1,sweing,Tuesday,11,0.8,11.41,601.0,0,50,0.0,0,0,56.0,0.800701754,March,3
1028,Quarter1,sweing,Tuesday,1,0.7,26.66,1562.0,6960,60,0.0,0,0,58.0,0.800566092,March,3
1029,Quarter1,sweing,Tuesday,12,0.8,15.26,983.0,4080,50,0.0,0,0,34.0,0.800401961,March,3
1030,Quarter1,sweing,Tuesday,3,0.8,29.4,1156.0,6840,50,0.0,0,0,57.0,0.800333333,March,3
1031,Quarter1,sweing,Tuesday,7,0.8,30.1,29.0,7080,50,0.0,0,0,59.0,0.800115819,March,3
1032,Quarter1,sweing,Tuesday,4,0.7,26.66,950.0,6960,50,0.0,0,0,58.0,0.750770115,March,3
1033,Quarter1,sweing,Tuesday,8,0.75,29.4,534.0,6840,56,0.0,0,0,57.0,0.750473684,March,3
1034,Quarter1,sweing,Tuesday,9,0.75,18.79,1096.0,6240,34,0.0,0,0,52.0,0.750395513,March,3
1035,Quarter1,sweing,Tuesday,6,0.75,20.2,402.0,3120,45,0.0,0,0,33.0,0.750212553,March,3
1036,Quarter1,finishing,Tuesday,8,0.75,4.6,,3360,0,0.0,0,0,8.0,0.702777778,March,3
1037,Quarter1,sweing,Tuesday,5,0.7,27.48,573.0,6840,30,0.0,0,0,57.0,0.700659649,March,3
1038,Quarter1,sweing,Tuesday,10,0.7,21.82,1313.0,5040,30,0.0,0,0,51.0,0.699984417,March,3
1039,Quarter1,finishing,Tuesday,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.636049383,March,3
1040,Quarter1,finishing,Tuesday,2,0.4,3.9,,6300,0,0.0,0,0,15.0,0.567377778,March,3
1041,Quarter1,finishing,Tuesday,1,0.7,3.94,,3360,0,0.0,0,0,8.0,0.555430556,March,3
1042,Quarter1,finishing,Tuesday,4,0.7,3.94,,3360,0,0.0,0,0,8.0,0.555430556,March,3
1043,Quarter1,finishing,Tuesday,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.463194444,March,3
1044,Quarter1,finishing,Tuesday,5,0.7,4.6,,3360,0,0.0,0,0,8.0,0.354444444,March,3
1045,Quarter1,finishing,Tuesday,6,0.75,2.9,,3360,0,0.0,0,0,8.0,0.309333333,March,3
1046,Quarter1,sweing,Tuesday,2,0.4,15.28,157.0,5400,0,6.5,30,1,45.0,0.30277037,March,3
1047,Quarter1,finishing,Wednesday,3,0.8,4.6,,1200,0,0.0,0,0,10.0,0.939166667,March,4
1048,Quarter1,finishing,Wednesday,8,0.8,4.6,,960,0,0.0,0,0,8.0,0.930416667,March,4
1049,Quarter1,finishing,Wednesday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.885925926,March,4
1050,Quarter1,finishing,Wednesday,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.83375,March,4
1051,Quarter1,finishing,Wednesday,1,0.7,3.94,,960,0,0.0,0,0,8.0,0.806879167,March,4
1052,Quarter1,finishing,Wednesday,4,0.7,3.94,,960,0,0.0,0,0,8.0,0.806058333,March,4
1053,Quarter1,sweing,Wednesday,11,0.8,11.41,433.0,0,38,0.0,0,0,56.0,0.800701754,March,4
1054,Quarter1,sweing,Wednesday,12,0.8,15.26,961.0,4080,50,0.0,0,0,34.0,0.800401961,March,4
1055,Quarter1,sweing,Wednesday,3,0.8,29.4,1169.0,6840,63,0.0,0,0,57.0,0.800333333,March,4
1056,Quarter1,sweing,Wednesday,7,0.8,30.1,874.0,3960,50,0.0,0,0,59.0,0.800055762,March,4
1057,Quarter1,sweing,Wednesday,4,0.7,26.82,1028.0,6960,60,0.0,0,0,58.0,0.799975862,March,4
1058,Quarter1,sweing,Wednesday,1,0.7,26.82,1772.0,6960,50,0.0,0,0,58.0,0.750651724,March,4
1059,Quarter1,sweing,Wednesday,9,0.75,18.79,1206.0,6240,34,0.0,0,0,52.0,0.750395513,March,4
1060,Quarter1,sweing,Wednesday,5,0.7,27.48,586.0,6960,40,0.0,0,0,58.0,0.700424138,March,4
1061,Quarter1,sweing,Wednesday,10,0.7,21.82,1334.0,5760,30,0.0,0,0,53.0,0.700058333,March,4
1062,Quarter1,finishing,Wednesday,7,0.8,4.6,,8400,0,0.0,0,0,20.0,0.684888889,March,4
1063,Quarter1,finishing,Wednesday,5,0.7,4.6,,960,0,0.0,0,0,8.0,0.592083333,March,4
1064,Quarter1,finishing,Wednesday,2,0.5,3.9,,960,0,0.0,0,0,8.0,0.5403125,March,4
1065,Quarter1,sweing,Wednesday,8,0.8,29.4,30.0,6840,0,0.0,0,0,57.0,0.433263158,March,4
1066,Quarter1,sweing,Wednesday,2,0.5,15.28,261.0,5520,0,0.0,0,1,46.0,0.404144928,March,4
1067,Quarter1,sweing,Wednesday,6,0.75,18.79,52.0,3960,0,0.0,0,0,33.0,0.332146465,March,4
1068,Quarter1,finishing,Thursday,8,0.8,4.6,,2640,0,0.0,0,0,22.0,0.980984848,March,5
1069,Quarter1,finishing,Thursday,2,0.6,3.9,,960,0,0.0,0,0,8.0,0.950625,March,5
1070,Quarter1,finishing,Thursday,11,0.8,2.9,,1200,0,0.0,0,0,10.0,0.927291667,March,5
1071,Quarter1,finishing,Thursday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.868888889,March,5
1072,Quarter1,finishing,Thursday,1,0.7,3.94,,960,0,0.0,0,0,8.0,0.812625,March,5
1073,Quarter1,finishing,Thursday,4,0.7,3.94,,960,0,0.0,0,0,8.0,0.812625,March,5
1074,Quarter1,finishing,Thursday,3,0.8,4.6,,1800,0,0.0,0,0,15.0,0.810111111,March,5
1075,Quarter1,sweing,Thursday,11,0.8,11.41,455.0,3420,50,0.0,0,0,56.0,0.800701754,March,5
1076,Quarter1,sweing,Thursday,3,0.8,29.4,797.0,1800,63,0.0,0,0,57.0,0.800534979,March,5
1077,Quarter1,sweing,Thursday,12,0.8,15.26,959.0,4080,50,0.0,0,0,34.0,0.800401961,March,5
1078,Quarter1,sweing,Thursday,1,0.7,26.82,1373.0,6960,50,0.0,0,0,58.0,0.750651724,March,5
1079,Quarter1,sweing,Thursday,9,0.75,18.79,1228.0,6240,45,0.0,0,0,52.0,0.750395513,March,5
1080,Quarter1,sweing,Thursday,4,0.7,26.82,1117.0,7080,50,0.0,0,0,59.0,0.750050847,March,5
1081,Quarter1,sweing,Thursday,5,0.7,27.48,230.0,6960,40,0.0,0,0,58.0,0.700424138,March,5
1082,Quarter1,sweing,Thursday,10,0.7,21.82,1390.0,6000,30,0.0,0,0,50.0,0.700422,March,5
1083,Quarter1,sweing,Thursday,2,0.6,15.28,529.0,1320,0,0.0,0,1,46.0,0.600099145,March,5
1084,Quarter1,finishing,Thursday,9,0.75,2.9,,960,0,0.0,0,0,8.0,0.453125,March,5
1085,Quarter1,sweing,Thursday,7,0.8,30.1,834.0,1200,0,4.0,40,0,59.0,0.366053523,March,5
1086,Quarter1,sweing,Thursday,6,0.35,22.53,1450.0,2640,0,0.0,0,1,39.0,0.26369382,March,5
1087,Quarter1,finishing,Saturday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.868888889,March,7
1088,Quarter1,sweing,Saturday,12,0.8,15.26,986.0,4080,75,0.0,0,0,34.0,0.850520588,March,7
1089,Quarter1,sweing,Saturday,1,0.7,26.82,1267.0,8160,70,0.0,0,0,58.0,0.850045,March,7
1090,Quarter1,finishing,Saturday,7,0.8,4.6,,6000,0,0.0,0,0,25.0,0.825444444,March,7
1091,Quarter1,finishing,Saturday,5,0.35,3.94,,2400,0,0.0,0,0,10.0,0.80575,March,7
1092,Quarter1,sweing,Saturday,4,0.7,26.82,1195.0,6960,60,0.0,0,0,58.0,0.800746552,March,7
1093,Quarter1,sweing,Saturday,3,0.8,29.4,983.0,6840,63,0.0,0,1,57.0,0.800578947,March,7
1094,Quarter1,sweing,Saturday,11,0.8,11.41,471.0,3420,50,0.0,0,0,58.0,0.800034503,March,7
1095,Quarter1,finishing,Saturday,6,0.5,2.9,,960,0,0.0,0,0,8.0,0.7975,March,7
1096,Quarter1,sweing,Saturday,9,0.75,18.79,1226.0,3480,45,0.0,0,0,51.0,0.749987124,March,7
1097,Quarter1,sweing,Saturday,10,0.7,21.82,1251.0,6000,30,0.0,0,0,50.0,0.700422,March,7
1098,Quarter1,finishing,Saturday,1,0.7,3.94,,960,0,0.0,0,0,8.0,0.664875,March,7
1099,Quarter1,finishing,Saturday,4,0.7,3.94,,960,0,0.0,0,0,8.0,0.664875,March,7
1100,Quarter1,finishing,Saturday,11,0.8,2.9,,960,0,0.0,0,0,8.0,0.657083333,March,7
1101,Quarter1,sweing,Saturday,2,0.65,16.1,626.0,4200,0,0.0,0,1,45.0,0.65024031,March,7
1102,Quarter1,finishing,Saturday,8,0.8,4.6,,3600,0,0.0,0,0,15.0,0.590740741,March,7
1103,Quarter1,finishing,Saturday,2,0.65,3.9,,1920,0,0.0,0,0,8.0,0.528125,March,7
1104,Quarter1,sweing,Saturday,6,0.5,23.41,1379.0,2280,0,0.0,0,1,39.0,0.500528095,March,7
1105,Quarter1,sweing,Saturday,5,0.7,27.48,541.0,6960,24,0.0,0,1,58.0,0.408960345,March,7
1106,Quarter2,finishing,Sunday,3,0.8,4.6,,1440,0,0.0,0,0,12.0,0.951944444,March,8
1107,Quarter2,finishing,Sunday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.945555556,March,8
1108,Quarter2,finishing,Sunday,9,0.75,2.9,,1080,0,0.0,0,0,9.0,0.929074074,March,8
1109,Quarter2,finishing,Sunday,1,0.75,3.94,,960,0,0.0,0,0,8.0,0.890604167,March,8
1110,Quarter2,finishing,Sunday,4,0.75,3.94,,960,0,0.0,0,0,8.0,0.890604167,March,8
1111,Quarter2,finishing,Sunday,2,0.7,3.9,,1200,0,0.0,0,0,10.0,0.884,March,8
1112,Quarter2,finishing,Sunday,5,0.5,3.94,,960,0,0.0,0,0,8.0,0.857916667,March,8
1113,Quarter2,sweing,Sunday,4,0.75,26.82,1082.0,6840,65,0.0,0,0,57.0,0.850084211,March,8
1114,Quarter2,sweing,Sunday,1,0.75,26.82,1254.0,6960,65,0.0,0,0,58.0,0.85007069,March,8
1115,Quarter2,sweing,Sunday,3,0.8,30.1,1278.0,3360,50,0.0,0,1,57.0,0.800511068,March,8
1116,Quarter2,sweing,Sunday,12,0.8,15.26,1064.0,4080,63,0.0,0,0,34.0,0.800401961,March,8
1117,Quarter2,sweing,Sunday,11,0.8,11.41,313.0,3420,50,0.0,0,0,58.0,0.800034503,March,8
1118,Quarter2,finishing,Sunday,11,0.8,2.9,,960,0,0.0,0,0,8.0,0.755208333,March,8
1119,Quarter2,sweing,Sunday,9,0.75,18.79,1239.0,5640,45,0.0,0,0,52.0,0.750371895,March,8
1120,Quarter2,sweing,Sunday,10,0.7,21.82,1335.0,6000,30,0.0,0,0,50.0,0.700422,March,8
1121,Quarter2,sweing,Sunday,2,0.7,16.1,928.0,4800,30,0.0,0,1,45.0,0.700106061,March,8
1122,Quarter2,sweing,Sunday,6,0.6,23.41,1266.0,2520,23,0.0,0,1,38.0,0.601037091,March,8
1123,Quarter2,sweing,Sunday,8,0.6,30.48,869.0,6720,0,0.0,0,1,56.0,0.600528571,March,8
1124,Quarter2,sweing,Sunday,5,0.5,26.82,711.0,7080,23,0.0,0,1,59.0,0.500033898,March,8
1125,Quarter2,finishing,Sunday,8,0.6,3.9,,960,0,0.0,0,0,8.0,0.4509375,March,8
1126,Quarter2,finishing,Sunday,10,0.7,2.9,,960,0,0.0,0,0,8.0,0.441041667,March,8
1127,Quarter2,finishing,Sunday,6,0.6,2.9,,960,0,0.0,0,0,8.0,0.271875,March,8
1128,Quarter2,finishing,Monday,11,0.8,2.9,,0,960,0.0,0,0,8.0,0.960625,March,9
1129,Quarter2,finishing,Monday,12,0.8,4.6,,0,1080,0.0,0,0,9.0,0.902962963,March,9
1130,Quarter2,finishing,Monday,5,0.6,3.94,,0,2880,0.0,0,0,12.0,0.864342593,March,9
1131,Quarter2,sweing,Monday,4,0.75,26.82,1079.0,7020,65,0.0,0,0,58.0,0.850446154,March,9
1132,Quarter2,sweing,Monday,1,0.75,26.82,1322.0,7140,65,0.0,0,0,59.0,0.850426891,March,9
1133,Quarter2,finishing,Monday,9,0.75,2.9,,0,3600,0.0,0,0,15.0,0.841,March,9
1134,Quarter2,sweing,Monday,3,0.8,30.1,964.0,5160,50,0.0,0,1,58.0,0.800842424,March,9
1135,Quarter2,sweing,Monday,12,0.8,15.26,1132.0,4080,63,0.0,0,0,34.0,0.800401961,March,9
1136,Quarter2,sweing,Monday,11,0.8,11.41,357.0,3420,50,0.0,0,0,58.0,0.800034503,March,9
1137,Quarter2,finishing,Monday,3,0.8,4.6,,0,1440,0.0,0,0,12.0,0.795416667,March,9
1138,Quarter2,finishing,Monday,4,0.75,3.94,,0,960,0.0,0,0,8.0,0.7953875,March,9
1139,Quarter2,finishing,Monday,1,0.75,3.94,,0,960,0.0,0,0,8.0,0.794566667,March,9
1140,Quarter2,sweing,Monday,9,0.75,18.79,1193.0,6240,45,0.0,0,0,52.0,0.750395513,March,9
1141,Quarter2,sweing,Monday,2,0.7,16.1,817.0,5520,30,0.0,0,1,45.0,0.700516224,March,9
1142,Quarter2,sweing,Monday,10,0.7,21.82,1576.0,6000,30,0.0,0,0,50.0,0.700422,March,9
1143,Quarter2,finishing,Monday,2,0.7,3.9,,0,1200,0.0,0,0,10.0,0.6825,March,9
1144,Quarter2,sweing,Monday,6,0.65,23.41,1262.0,4560,35,0.0,0,1,38.0,0.650962281,March,9
1145,Quarter2,sweing,Monday,8,0.65,30.48,953.0,6720,26,0.0,0,1,56.0,0.650421429,March,9
1146,Quarter2,sweing,Monday,5,0.6,26.82,919.0,7080,23,0.0,0,1,59.0,0.600040678,March,9
1147,Quarter2,sweing,Monday,7,0.5,30.48,1161.0,6600,0,0.0,0,1,55.0,0.500610909,March,9
1148,Quarter2,finishing,Monday,10,0.7,2.9,,0,960,0.0,0,0,8.0,0.477291667,March,9
1149,Quarter2,finishing,Monday,8,0.65,3.9,,0,960,0.0,0,0,8.0,0.2640625,March,9
1150,Quarter2,finishing,Tuesday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.92,March,10
1151,Quarter2,finishing,Tuesday,5,0.6,3.94,,1440,0,0.0,0,0,12.0,0.909391667,March,10
1152,Quarter2,sweing,Tuesday,1,0.75,26.82,1574.0,7080,75,0.0,0,0,59.0,0.900061017,March,10
1153,Quarter2,finishing,Tuesday,3,0.8,4.6,,1440,0,0.0,0,0,12.0,0.894444444,March,10
1154,Quarter2,finishing,Tuesday,4,0.75,3.94,,960,0,0.0,0,0,8.0,0.881575,March,10
1155,Quarter2,finishing,Tuesday,1,0.75,3.94,,960,0,0.0,0,0,8.0,0.880754167,March,10
1156,Quarter2,sweing,Tuesday,4,0.75,26.82,1104.0,5880,65,0.0,0,0,59.0,0.850084211,March,10
1157,Quarter2,finishing,Tuesday,9,0.75,2.9,,1800,0,0.0,0,0,15.0,0.821666667,March,10
1158,Quarter2,sweing,Tuesday,12,0.8,15.26,1069.0,4080,63,0.0,0,0,34.0,0.800401961,March,10
1159,Quarter2,sweing,Tuesday,3,0.8,30.1,756.0,6960,63,0.0,0,1,58.0,0.800071839,March,10
1160,Quarter2,sweing,Tuesday,11,0.8,11.41,338.0,3420,50,0.0,0,0,58.0,0.800034503,March,10
1161,Quarter2,finishing,Tuesday,11,0.8,2.9,,960,0,0.0,0,0,8.0,0.758229167,March,10
1162,Quarter2,sweing,Tuesday,10,0.75,21.82,1499.0,6000,34,0.0,0,0,50.0,0.750608,March,10
1163,Quarter2,sweing,Tuesday,9,0.75,18.79,1247.0,6240,45,0.0,0,0,52.0,0.750395513,March,10
1164,Quarter2,finishing,Tuesday,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.741,March,10
1165,Quarter2,sweing,Tuesday,8,0.7,30.48,923.0,6840,30,0.0,0,1,57.0,0.700505263,March,10
1166,Quarter2,sweing,Tuesday,6,0.7,23.41,1180.0,4560,30,0.0,0,1,38.0,0.700246491,March,10
1167,Quarter2,sweing,Tuesday,2,0.7,16.1,957.0,5400,40,0.0,0,1,45.0,0.700051852,March,10
1168,Quarter2,sweing,Tuesday,5,0.65,26.82,1001.0,7080,26,0.0,0,1,59.0,0.650044068,March,10
1169,Quarter2,sweing,Tuesday,7,0.6,30.48,1017.0,6840,25,0.0,0,1,57.0,0.630402924,March,10
1170,Quarter2,finishing,Tuesday,8,0.65,3.9,,960,0,0.0,0,0,8.0,0.560625,March,10
1171,Quarter2,finishing,Tuesday,7,0.5,3.9,,960,0,0.0,0,0,8.0,0.560625,March,10
1172,Quarter2,finishing,Tuesday,10,0.7,2.9,,960,0,0.0,0,0,8.0,0.39875,March,10
1173,Quarter2,finishing,Wednesday,12,0.8,4.6,,2160,0,0.0,0,0,9.0,0.922839506,March,11
1174,Quarter2,finishing,Wednesday,11,0.8,2.9,,2400,0,0.0,0,0,10.0,0.874027778,March,11
1175,Quarter2,finishing,Wednesday,2,0.75,3.9,,1920,0,0.0,0,0,8.0,0.819270833,March,11
1176,Quarter2,finishing,Wednesday,4,0.75,3.94,,1920,0,0.0,0,0,8.0,0.813309028,March,11
1177,Quarter2,finishing,Wednesday,1,0.75,3.94,,1920,0,0.0,0,0,8.0,0.812625,March,11
1178,Quarter2,sweing,Wednesday,12,0.8,15.26,470.0,4080,63,0.0,0,0,34.0,0.800401961,March,11
1179,Quarter2,sweing,Wednesday,3,0.8,30.1,735.0,6960,63,0.0,0,1,58.0,0.800071839,March,11
1180,Quarter2,sweing,Wednesday,11,0.8,11.41,560.0,3420,50,0.0,0,0,58.0,0.800034503,March,11
1181,Quarter2,finishing,Wednesday,3,0.8,4.6,,1920,0,0.0,0,0,8.0,0.786631944,March,11
1182,Quarter2,finishing,Wednesday,5,0.7,3.94,,1440,0,0.0,0,0,12.0,0.75885,March,11
1183,Quarter2,sweing,Wednesday,10,0.75,21.82,1674.0,6000,34,0.0,0,0,50.0,0.750608,March,11
1184,Quarter2,sweing,Wednesday,9,0.75,18.79,290.0,5040,45,0.0,0,0,52.0,0.750347333,March,11
1185,Quarter2,sweing,Wednesday,2,0.75,16.1,971.0,5400,45,0.0,0,1,45.0,0.750140741,March,11
1186,Quarter2,sweing,Wednesday,1,0.75,26.82,1322.0,7080,45,0.0,0,0,59.0,0.750050847,March,11
1187,Quarter2,sweing,Wednesday,4,0.75,26.82,1054.0,7080,45,0.0,0,0,59.0,0.750050847,March,11
1188,Quarter2,sweing,Wednesday,5,0.7,26.82,992.0,6960,30,0.0,0,1,58.0,0.700556897,March,11
1189,Quarter2,sweing,Wednesday,8,0.7,30.48,914.0,6840,30,0.0,0,1,57.0,0.700505263,March,11
1190,Quarter2,sweing,Wednesday,6,0.7,23.41,1128.0,4560,40,0.0,0,1,38.0,0.700246491,March,11
1191,Quarter2,sweing,Wednesday,7,0.65,30.48,935.0,6840,26,0.0,0,1,57.0,0.650596491,March,11
1192,Quarter2,finishing,Wednesday,10,0.75,2.9,,960,0,0.0,0,0,8.0,0.628333333,March,11
1193,Quarter2,finishing,Wednesday,8,0.7,3.9,,960,0,0.0,0,0,8.0,0.625625,March,11
1194,Quarter2,finishing,Wednesday,7,0.65,3.9,,960,0,0.0,0,0,8.0,0.625625,March,11
1195,Quarter2,finishing,Wednesday,9,0.75,2.9,,1800,0,0.0,0,0,15.0,0.505888889,March,11
1196,Quarter2,finishing,Wednesday,6,0.7,2.9,,720,0,0.0,0,0,6.0,0.394722222,March,11
